IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP19;IP_PROP20;IP_PROP22;IP_PROP23;IP_PROP55;IP_PROP24;IP_PROP34;IP_PROP21;IC_GROUP0;IC_GROUP1;IC_GROUP2
691;Базовый джемпер вязаный из полушерсти Stella - Свет.бежевый, 40-50;691;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
692;Базовый джемпер вязаный из полушерсти Stella - Зелёное яблоко, 40-50;692;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
693;Брюки вязаные в мелкий рубчик - 40-48, Песок;693;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
694;Брюки вязаные в мелкий рубчик - 40-48, Черный;694;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
695;Брюки вязаные в мелкий рубчик - 40-48, Серый;695;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
696;Брюки вязаные в мелкий рубчик - 40-48, Бирюза;696;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
697;Брюки вязаные в мелкий рубчик - 40-48, Молочный;697;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
698;Брюки вязаные в мелкий рубчик - 40-48, Свет.серый;698;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
699;Брюки вязаные в мелкий рубчик - 40-48, Темный песок;699;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
700;Шапка-ушанка вязаная из мериноса - Белый, 54-58 см;700;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/c73/bpihd7fguh3et4nx0ms61q81pwtcemdf.jpeg;green;;;
701;Шапка-ушанка вязаная из мериноса - Песок, 54-58 см;701;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/c73/bpihd7fguh3et4nx0ms61q81pwtcemdf.jpeg;green;;;
702;Базовый джемпер вязаный из полушерсти Stella - Красный, 40-50;702;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
703;Базовый джемпер вязаный из полушерсти Stella - Белый, 40-50;703;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
704;Базовый джемпер вязаный из полушерсти Stella - Голубой, 40-50;704;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
705;Базовый джемпер вязаный из полушерсти Stella - Черный, 40-50;705;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
706;Базовый джемпер вязаный из полушерсти Stella - Оранжевый, 40-50;706;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
707;Базовый джемпер вязаный из полушерсти Stella - Свет.бежевый, 40-50;707;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
708;Базовый джемпер вязаный из полушерсти Stella - Зелёное яблоко, 40-50;708;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
709;Базовый джемпер вязаный из полушерсти Stella - Зеленый, 40-50;709;Y;;;;;text;;;text;;500;;;;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
728;Базовый джемпер вязаный из полушерсти Stella - Красный, 40-50;728;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
729;Базовый джемпер вязаный из полушерсти Stella - Белый, 40-50;729;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
730;Базовый джемпер вязаный из полушерсти Stella - Голубой, 40-50;730;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
731;Базовый джемпер вязаный из полушерсти Stella - Черный, 40-50;731;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
732;Базовый джемпер вязаный из полушерсти Stella - Оранжевый, 40-50;732;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
733;Базовый джемпер вязаный из полушерсти Stella - Свет.бежевый, 40-50;733;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
734;Базовый джемпер вязаный из полушерсти Stella - Зелёное яблоко, 40-50;734;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
735;Базовый джемпер вязаный из полушерсти Stella - Зеленый, 40-50;735;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
736;Базовый джемпер вязаный из полушерсти Stella - Красный, 40-50;736;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
737;Базовый джемпер вязаный из полушерсти Stella - Белый, 40-50;737;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
738;Базовый джемпер вязаный из полушерсти Stella - Голубой, 40-50;738;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
739;Базовый джемпер вязаный из полушерсти Stella - Черный, 40-50;739;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
740;Базовый джемпер вязаный из полушерсти Stella - Оранжевый, 40-50;740;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
741;Базовый джемпер вязаный из полушерсти Stella - Свет.бежевый, 40-50;741;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
742;Базовый джемпер вязаный из полушерсти Stella - Зелёное яблоко, 40-50;742;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
743;Базовый джемпер вязаный из полушерсти Stella - Зеленый, 40-50;743;Y;;;;;text;;;text;;500;;;BC002342;;;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
754;Базовый джемпер вязаный из полушерсти Stella - Красный, 40-50;754;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;red;;;
755;Базовый джемпер вязаный из полушерсти Stella - Белый, 40-50;755;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;white;;;
756;Базовый джемпер вязаный из полушерсти Stella - Голубой, 40-50;756;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;azure;;;
757;Базовый джемпер вязаный из полушерсти Stella - Черный, 40-50;757;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;black;;;
758;Базовый джемпер вязаный из полушерсти Stella - Оранжевый, 40-50;758;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;orange;;;
759;Базовый джемпер вязаный из полушерсти Stella - Свет.бежевый, 40-50;759;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;bez;;;
760;Базовый джемпер вязаный из полушерсти Stella - Зелёное яблоко, 40-50;760;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;greenapple;;;
761;Базовый джемпер вязаный из полушерсти Stella - Зеленый, 40-50;761;Y;;;;;text;;;text;;500;;753;BC002342;;40-50;;;/upload/main/276/mos3rd58abfskpr8dgt80sjzy36ktw03.jpeg;green;;;
763;Балаклава вязаная - Черный, 54-58 см;763;Y;;;;;text;;;text;;500;;762;BC002447;;;;;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;green;;;
764;Балаклава вязаная - Белый, 54-58 см;764;Y;;;;;text;;;text;;500;;762;BC002447;;;;;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;green;;;
765;Балаклава вязаная - Джинс, 54-58 см;765;Y;;;;;text;;;text;;500;;762;BC002447;;;;;/upload/main/75c/tpu8hjkbcwnnsy4qa9t9kyzo35qs7xnw.jpg;green;;;
767;Берет шерстяной - Красный, 54-59 см;767;Y;;;;;text;;;text;;500;;766;BC002417;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;green;;;
768;Берет шерстяной - Молочный, 54-59 см;768;Y;;;;;text;;;text;;500;;766;BC002417;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;green;;;
769;Берет шерстяной - Белый, 54-59 см;769;Y;;;;;text;;;text;;500;;766;BC002417;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;green;;;
770;Берет шерстяной - Олива, 54-59 см;770;Y;;;;;text;;;text;;500;;766;BC002417;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;green;;;
771;Берет шерстяной - Хаки, 54-59 см;771;Y;;;;;text;;;text;;500;;766;BC002417;;;;;/upload/main/f0a/plyfisvhtdc3kd3ccivu6ngx06cvyzf7.jpg;green;;;
773;Брюки вязаные в мелкий рубчик - 40-48, Песок;773;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
774;Брюки вязаные в мелкий рубчик - 40-48, Черный;774;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
775;Брюки вязаные в мелкий рубчик - 40-48, Серый;775;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
776;Брюки вязаные в мелкий рубчик - 40-48, Бирюза;776;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
777;Брюки вязаные в мелкий рубчик - 40-48, Молочный;777;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
778;Брюки вязаные в мелкий рубчик - 40-48, Свет.серый;778;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
779;Брюки вязаные в мелкий рубчик - 40-48, Темный песок;779;Y;;;;;text;;;text;;500;;772;BC002349;;;;;/upload/main/3fc/9m97uu20x0jlkqp1v4rntsjf9ndpr76z.jpg;green;;;
781;Брюки вязаные гладью из полушерсти - 40-48, Свет.бежевый;781;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
782;Брюки вязаные гладью из полушерсти - 40-48, Графит;782;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
783;Брюки вязаные гладью из полушерсти - 40-48, Серый;783;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
784;Брюки вязаные гладью из полушерсти - 40-48, Голубой;784;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
785;Брюки вязаные гладью из полушерсти - 40-48, Молочный;785;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
786;Брюки вязаные гладью из полушерсти - 40-48, Песок;786;Y;;;;;text;;;text;;500;;780;BC002325;;;;;/upload/main/07c/zm44arv9f04i46zpkplrdv5d90470gef.jpg;green;;;
788;Брюки из премиального хлопка - Фуксия, 40-46;788;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
789;Брюки из премиального хлопка - Жемчужный, 40-46;789;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
790;Брюки из премиального хлопка - Олива, 40-46;790;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
791;Брюки из премиального хлопка - Молочный, 40-46;791;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
792;Брюки из премиального хлопка - Лазурный, 40-46;792;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
793;Брюки из премиального хлопка - Шоколад, 40-46;793;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
794;Брюки из премиального хлопка - Трава, 40-46;794;Y;;;;;text;;;text;;500;;787;BC002307;;;;;/upload/iblock/a75/034pso1d4di6041ur3yly4u9qzklpgx6.jpg;green;;;
796;Брюки из хлопка прямые - Темная фуксия, 40-48;796;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
797;Брюки из хлопка прямые - Свет.серый, 40-48;797;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
798;Брюки из хлопка прямые - Голубой, 40-48;798;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
799;Брюки из хлопка прямые - Зеленый, 40-48;799;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
800;Брюки из хлопка прямые - Песок, 40-48;800;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
801;Брюки из хлопка прямые - Желтый, 40-48;801;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
802;Брюки из хлопка прямые - Фуксия, 40-48;802;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
803;Брюки из хлопка прямые - Молочный, 40-48;803;Y;;;;;text;;;text;;500;;795;BC002426;;;;;/upload/main/8ec/c811sz216hujg33mqkl69qlls1vwyczu.jpg;green;;;
805;Брюки кимоно из хлопка - Олива, 40-48;805;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
806;Брюки кимоно из хлопка - Пудра, 40-48;806;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
807;Брюки кимоно из хлопка - Свет.бежевый, 40-48;807;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
808;Брюки кимоно из хлопка - Свет.серый, 40-48;808;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
809;Брюки кимоно из хлопка - Кофе, 40-48;809;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
810;Брюки кимоно из хлопка - Горчица, 40-48;810;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
811;Брюки кимоно из хлопка - Малиновый, 40-48;811;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
812;Брюки кимоно из хлопка - Темная фуксия, 40-48;812;Y;;;;;text;;;text;;500;;804;BC002431;;;;;/upload/main/740/wt12x1b8zok8ymm3c1ug1nd5qy2uyw6w.jpeg;green;;;
814;Брюки палаццо из полушерсти - 40-48, Свет.бежевый;814;Y;;;;;text;;;text;;500;;813;BC002395;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;green;;;
815;Брюки палаццо из полушерсти - 40-48, Черный;815;Y;;;;;text;;;text;;500;;813;BC002395;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;green;;;
816;Брюки палаццо из полушерсти - 40-48, Молочный;816;Y;;;;;text;;;text;;500;;813;BC002395;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;green;;;
817;Брюки палаццо из полушерсти - 40-48, Песок;817;Y;;;;;text;;;text;;500;;813;BC002395;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;green;;;
818;Брюки палаццо из полушерсти - 40-48, Белый;818;Y;;;;;text;;;text;;500;;813;BC002395;;;;;/upload/main/802/dw7enu233bxaiba10aw5wl9db3o7uhi4.jpg;green;;;
820;Брюки палаццо из хлопка - Зеленый, 40-48;820;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
821;Брюки палаццо из хлопка - Голубой, 40-48;821;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
822;Брюки палаццо из хлопка - Песок, 40-48;822;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
823;Брюки палаццо из хлопка - Лазурный, 40-48;823;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
824;Брюки палаццо из хлопка - Желтый, 40-48;824;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
825;Брюки палаццо из хлопка - Бабл - Гам, 40-48;825;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
826;Брюки палаццо из хлопка - Молочный, 40-48;826;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
827;Брюки палаццо из хлопка - Серый, 40-48;827;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
828;Брюки палаццо из хлопка - Белый, 40-48;828;Y;;;;;text;;;text;;500;;819;BC002402;;;;;/upload/main/65f/h9q33b3c4qstkxlikaymtcwexek3hlt7.jpg;green;;;
830;Брюки палаццо из хлопка Coco - 40-48, Хаки;830;Y;;;;;text;;;text;;500;;829;BC002306;;;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;green;;;
831;Брюки палаццо из хлопка Coco - 40-48, Песок;831;Y;;;;;text;;;text;;500;;829;BC002306;;;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;green;;;
832;Брюки палаццо из хлопка Coco - 40-48, Белый;832;Y;;;;;text;;;text;;500;;829;BC002306;;;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;green;;;
833;Брюки палаццо из хлопка Coco - 40-48, Лазурный;833;Y;;;;;text;;;text;;500;;829;BC002306;;;;;/upload/iblock/7db/o81ztpes5la772sy44po0tl75r8ejdrf.jpg;green;;;
835;Вязаная водолазка в мелкий рубчик - Лайм, 40-46;835;Y;;;;;text;;;text;;500;;834;BC002466;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;green;;;
836;Вязаная водолазка в мелкий рубчик - Черный, 40-46;836;Y;;;;;text;;;text;;500;;834;BC002466;;;;;/upload/main/516/phcgrbamkezpqiqp3c367bcxdryoqhju.jpg;green;;;
